Name,Transaction Date,Owner,Ticker,Asset Name,Asset Type,Type,Amount,Comment
" Roger F Wicker (Wicker, Roger)",8/24/2018,Spouse,GDV,The Gabelli Dividend & Income Trust,Other Securities,Sale (Partial),"$1,001 - $15,000",--
" Roger F Wicker (Wicker, Roger)",4/23/2018,Spouse,GDV,The Gabelli Dividend & Income Trust,Other Securities,Purchase,"$1,001 - $15,000",--
" Roger F Wicker (Wicker, Roger)",4/24/2018,Spouse,--,"Torchmark Corporation NTS ISIN US891027AP93
Rate/Coupon: 9.25
Matures: 06/15/2019",Corporate Bond,Sale (Full),"$15,001 - $50,000",--
" Roger F Wicker (Wicker, Roger)",5/4/2020,Spouse,CTECBX,"CTECBX
Company: Guggenheim Investments (Chicago, IL)
Description: Guggenheim Investments is the global asset management and investment advisory division of Guggenheim Partners",Other Securities,Purchase,"$1,001 - $15,000",Purchase of Equity - Unit Investment Trust.
" Roger F Wicker (Wicker, Roger)",5/5/2020,Spouse,BIF,"Boulder Growth & Income Fund, Inc.
Company: Boulder Funds  (Denver, CO)
Description: mutual fund",Other Securities,Sale (Full),"$1,001 - $15,000",--
" Roger F Wicker (Wicker, Roger)",5/17/2019,Spouse,BIF,"Boulder Growth & Income Fund, Inc.",Other Securities,Purchase,"$1,001 - $15,000",--
" Roger F Wicker (Wicker, Roger)",5/18/2019,Spouse,GDV,The Gabelli Dividend & Income Trust,Other Securities,Sale (Full),"$1,001 - $15,000",--
" Roger F Wicker (Wicker, Roger)",4/29/2014,Spouse,--,"CSX Corp NTS ISIN US126408GQ05
Rate/Coupon: 7.375
Matures: 02/01/2019",Corporate Bond,Sale (Full),"$15,001 - $50,000",--
" Roger F Wicker (Wicker, Roger)",11/17/2014,Spouse,--,"Petrobras International Finance Company NTS ISIN US71645WAN11
Rate/Coupon: 7.875
Matures: 03/15/2019",Corporate Bond,Sale (Full),"$1,001 - $15,000",--
" Roger F Wicker (Wicker, Roger)",1/2/2014,Spouse,--,"Bunge Limited Finance Corp NTS ISIN US120568AT72
Rate/Coupon: 8.5
Matures: 06/15/2019",Corporate Bond,Sale (Full),"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",11/24/2018,Spouse,--,"Fitz Frames, Inc.
Company: Fitz Frames, Inc.  (Santa Monica, CA)
Description: Custom eyeglass wear",Non-Public Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/17/2020,Spouse,AMAT,"Applied Materials, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/17/2020,Spouse,DIS,The Walt Disney Company,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",4/17/2020,Spouse,DNKN,"Dunkin' Brands Group, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/17/2020,Spouse,F,Ford Motor Company,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/17/2020,Spouse,GOOG,Alphabet Inc.,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",4/17/2020,Spouse,KLAC,KLA Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/17/2020,Spouse,SBUX,Starbucks Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/17/2020,Spouse,T,AT&T Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/17/2020,Spouse,VMC,Vulcan Materials Company,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",5/1/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/24/2020,Spouse,TEL,TE Connectivity Ltd.,Stock,Sale (Full),"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",4/24/2020,Spouse,JCI,Johnson Controls International plc,Stock,Sale (Full),"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",4/24/2020,Spouse,C,Citigroup Inc.,Stock,Sale (Full),"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",4/24/2020,Spouse,CRWD,"CrowdStrike Holdings, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",4/23/2020,Spouse,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",4/21/2020,Spouse,CRWD,"CrowdStrike Holdings, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/21/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",4/17/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",4/8/2020,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/8/2020,Spouse,GOOG,Alphabet Inc.,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,QSR,Restaurant Brands International Inc.,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,GRUB,Grubhub Inc.,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,GOOG,Alphabet Inc.,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,IRBT,iRobot Corporation,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,DNKN,"Dunkin' Brands Group, Inc.",Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,SBUX,Starbucks Corporation,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,RDS-B,Royal Dutch Shell plc,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,T,AT&T Inc.,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,CSCO,"Cisco Systems, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,AMAT,"Applied Materials, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,KLAC,KLA Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,AVGO,Broadcom Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,XOM,Exxon Mobil Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,V,Visa Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,CAT,Caterpillar Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,DIS,The Walt Disney Company,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",4/6/2020,Spouse,--,"New York NY GO BDS Ser A
Rate/Coupon: 5.0%
Matures: 08/01/2021",Municipal Security,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",4/13/2020,Spouse,--,"New York NY City Transitional Fin Auth Rev Sub-future Tax Ser B
Rate/Coupon: 5.0%
Matures: 02/01/2022",Municipal Security,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",5/27/2020,Spouse,TRIP,"TripAdvisor, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",5/27/2020,Spouse,MAR,"Marriott International, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",5/27/2020,Spouse,VAC,Marriott Vacations Worldwide Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",5/26/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$100,001 - $250,000",--
" Ron L Wyden (Wyden, Ron)",5/26/2020,Spouse,VAC,Marriott Vacations Worldwide Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",5/21/2020,Spouse,GOOG,Alphabet Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",5/20/2020,Spouse,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",5/20/2020,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",5/11/2020,Spouse,UBER,"Uber Technologies, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",5/8/2020,Spouse,UBER,"Uber Technologies, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",5/1/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",5/5/2020,Spouse,QSR,Restaurant Brands International Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",5/5/2020,Spouse,MCD,McDonald's Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",5/5/2020,Spouse,DPZ,"Domino's Pizza, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",5/5/2020,Spouse,BYND,"Beyond Meat, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",5/7/2020,Spouse,STZ,"Constellation Brands, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",5/7/2020,Spouse,MTCH,"Match Group, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",5/7/2020,Spouse,BLL,Ball Corporation,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",5/7/2020,Spouse,BRY,Berry Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",5/7/2020,Spouse,GE,General Electric Company,Stock,Sale (Full),"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",6/30/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/26/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/26/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/26/2020,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/26/2020,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/26/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/24/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/24/2020,Spouse,COST,Costco Wholesale Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/24/2020,Spouse,COUP,Coupa Software Incorporated,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",6/24/2020,Spouse,DIS,The Walt Disney Company,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",6/24/2020,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/24/2020,Spouse,GOOG,Alphabet Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/24/2020,Spouse,IRBT,iRobot Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/24/2020,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/24/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/24/2020,Spouse,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/23/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",6/23/2020,Spouse,AMAT,"Applied Materials, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/23/2020,Spouse,AVGO,Broadcom Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/23/2020,Spouse,COUP,Coupa Software Incorporated,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/23/2020,Spouse,MMM,3M Company,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",6/23/2020,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/17/2020,Spouse,AMAT,"Applied Materials, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/17/2020,Spouse,COUP,Coupa Software Incorporated,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/17/2020,Spouse,INTC,Intel Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/17/2020,Spouse,KLAC,KLA Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/17/2020,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/3/2020,Spouse,NFLX,"Netflix, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",6/4/2020,Spouse,VMC,Vulcan Materials Company,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",6/4/2020,Spouse,STZ,"Constellation Brands, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",6/4/2020,Spouse,RDS-B,Royal Dutch Shell plc,Stock,Sale (Full),"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",6/4/2020,Spouse,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/4/2020,Spouse,MAR,"Marriott International, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/4/2020,Spouse,KLAC,KLA Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/4/2020,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/4/2020,Spouse,AVGO,Broadcom Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/5/2020,Spouse,VMC,Vulcan Materials Company,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/5/2020,Spouse,TRIP,"TripAdvisor, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",6/5/2020,Spouse,MAR,"Marriott International, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",6/5/2020,Spouse,GOOG,Alphabet Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/5/2020,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/5/2020,Spouse,CAT,Caterpillar Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/5/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/5/2020,Spouse,AMAT,"Applied Materials, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/12/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",6/12/2020,Spouse,DIS,The Walt Disney Company,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",6/12/2020,Child,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",6/12/2020,Child,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",6/12/2020,Child,DIS,The Walt Disney Company,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",6/2/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",6/2/2020,Spouse,BERY,"Berry Global Group, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",7/2/2020,Spouse,STX,Seagate Technology plc,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/2/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/6/2020,Spouse,STX,Seagate Technology plc,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",7/6/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/6/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",7/6/2020,Spouse,KLAC,KLA Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/6/2020,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/6/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/7/2020,Spouse,TRIP,"TripAdvisor, Inc.",Stock,Sale (Full),"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",7/13/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/13/2020,Spouse,CAT,Caterpillar Inc.,Stock,Sale (Full),"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",7/13/2020,Spouse,COST,Costco Wholesale Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/13/2020,Spouse,F,Ford Motor Company,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",7/13/2020,Spouse,OSK,Oshkosh Corporation,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",7/15/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/20/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/20/2020,Spouse,OSK,Oshkosh Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/23/2020,Spouse,MSFT,Microsoft Corporation,Stock,Purchase,"$100,001 - $250,000",--
" Ron L Wyden (Wyden, Ron)",7/27/2020,Spouse,GOOG,Alphabet Inc.,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/27/2020,Spouse,FB,"Facebook, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/27/2020,Spouse,IRBT,iRobot Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/27/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",7/28/2020,Spouse,DHI,"D.R. Horton, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",12/13/2019,Spouse,--,"Metropolitan Transn Auth NY Rev Bds Ser C
Rate/Coupon: 5.0%
Matures: 11/15/2020",Municipal Security,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",12/11/2019,Spouse,--,"Metropolitan Transn Auth NY Rev Bds Ser C
Rate/Coupon: 5.0%
Matures: 11/15/2020",Municipal Security,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",12/18/2019,Spouse,--,"Metropolitan Transn Auth NY Rev Transn BDS C-1
Rate/Coupon: 5.0%
Matures: 09/01/2020",Municipal Security,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",12/24/2019,Spouse,--,"Metropolitan Transn Auth NY Rev Transn Rev Ser C
Rate/Coupon: 5.0%
Matures: 05/15/2020",Municipal Security,Purchase,"$100,001 - $250,000",--
" Ron L Wyden (Wyden, Ron)",12/11/2019,Spouse,--,"Metropolitan Transn Auth NY Rev Bd Antic Nts B
Rate/Coupon: 5.0%
Matures: 05/15/2020",Municipal Security,Purchase,"$100,001 - $250,000",--
" Ron L Wyden (Wyden, Ron)",12/13/2019,Spouse,--,"Suffolk Cnty NY Rev Antic Nts 2019
Rate/Coupon: 2.0%
Matures: 03/20/2020",Municipal Security,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",1/3/2014,Spouse,--,WATERVILLE N Y CENT SCH DIST SCH DIST BDS 2006,,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",1/3/2014,Spouse,--,SCHENECTADY CNTY N Y VAR PURP BDS 2013,,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",1/3/2014,Spouse,--,PORT AUTH N Y & N J CONSOLIDATED BDS 179,,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",1/3/2014,Spouse,--,NEW YORK ST LOC GOVT ASSISTANCE CORP REF BDS 1993E,,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",1/3/2014,Spouse,--,NEW YORK N Y CITY TRANSITIONAL FIN AUTH FUTURE TAX SECURED SUB BDS 2007B,,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",1/3/2014,Spouse,--,NASSAU CNTY N Y SWR & STORM WTR FIN AUT REV BDS 2008A,,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",1/3/2014,Spouse,--,ERIE CNTY NY INDL DEV AGY SCH FAC REV REV BDS CITY SCH DIST OF BUFFALO 2008A,,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",8/7/2013,Spouse,--,new york st dorm auth lease bond fund,,Purchase,"$100,001 - $250,000",--
" Ron L Wyden (Wyden, Ron)",9/30/2013,Spouse,--,triborough brdg & Tunl auth ny rev bond,,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",9/30/2013,Spouse,--,brookhaven NY ref bonds,,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",9/2/2020,Spouse,W,Wayfair Inc.,Stock,Sale (Full),"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",9/2/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",9/1/2020,Spouse,AMZN,"Amazon.com, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",8/27/2020,Spouse,AAPL,Apple Inc.,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",8/27/2020,Spouse,AMWD,American Woodmark Corporation,Stock,Sale (Full),"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",8/26/2020,Spouse,IRBT,iRobot Corporation,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",8/25/2020,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",8/25/2020,Spouse,FDX,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",8/24/2020,Spouse,W,Wayfair Inc.,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",8/24/2020,Spouse,SQ,"Square, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",8/24/2020,Spouse,KR,The Kroger Co.,Stock,Sale (Full),"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",8/24/2020,Spouse,CLX,The Clorox Company,Stock,Sale (Full),"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",8/24/2020,Spouse,AMWD,American Woodmark Corporation,Stock,Purchase,"$1,001 - $15,000",--
" Ron L Wyden (Wyden, Ron)",8/20/2020,Child,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",Underlying asset of dependent child #3
" Ron L Wyden (Wyden, Ron)",8/20/2020,Child,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",Underlying asset of dependent child #2
" Ron L Wyden (Wyden, Ron)",8/20/2020,Child,NFLX,"Netflix, Inc.",Stock,Purchase,"$1,001 - $15,000",Underlying asset of dependent child #1
" Ron L Wyden (Wyden, Ron)",8/21/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",8/21/2020,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",8/21/2020,Spouse,FDX,FedEx Corporation,Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",8/21/2020,Spouse,SQ,"Square, Inc.",Stock,Purchase,"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",8/21/2020,Spouse,T,AT&T Inc.,Stock,Sale (Full),"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",8/21/2020,Spouse,XOM,Exxon Mobil Corporation,Stock,Sale (Full),"$15,001 - $50,000",--
" Ron L Wyden (Wyden, Ron)",8/19/2020,Spouse,UPS,"United Parcel Service, Inc.",Stock,Purchase,"$50,001 - $100,000",--
" Ron L Wyden (Wyden, Ron)",8/19/2020,Spouse,NVDA,NVIDIA Corporation,Stock,Purchase,"$15,001 - $50,000",--
