Name,Transaction Date,Owner,Ticker,Asset Name,Asset Type,Type,Amount,Comment
"Mr. David A Perdue Jr (Perdue, David)",11/19/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",11/20/2019,Joint,ALB,Albemarle Corporation,Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",11/20/2019,Joint,FEYE,"FireEye, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",11/21/2019,Joint,AM,Antero Midstream Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",11/26/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",11/26/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",11/29/2019,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/05/2017,Joint,VSM,"Versum Materials, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/08/2017,Joint,FOX,"Twenty-First Century Fox, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/08/2017,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/09/2017,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/09/2017,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/10/2017,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/10/2017,Joint,DISCA,"Discovery Communications, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/11/2017,Joint,WFM,"Whole Foods Market, Inc.",Stock,Sale (Partial),"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/11/2017,Joint,WFM,"Whole Foods Market, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/11/2017,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/11/2017,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/11/2017,Joint,DISCA,"Discovery Communications, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/11/2017,Joint,BCR,"C. R. Bard, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/12/2017,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/12/2017,Joint,WFM,"Whole Foods Market, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/12/2017,Joint,BCR,"C. R. Bard, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/15/2017,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/15/2017,Joint,WFM,"Whole Foods Market, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/15/2017,Joint,WFM,"Whole Foods Market, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/15/2017,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/17/2017,Joint,PFE,Pfizer Inc.,Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/17/2017,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/18/2017,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/18/2017,Joint,WFM,"Whole Foods Market, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/18/2017,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/18/2017,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/19/2017,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/22/2017,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/22/2017,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/24/2017,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/24/2017,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/24/2017,Joint,VZ,Verizon Communications Inc.,Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/24/2017,Joint,SYK,Stryker Corporation,Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/24/2017,Joint,UN,Unilever N.V.,Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",06/01/2017,Joint,URBN,"Urban Outfitters, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",06/01/2017,Joint,RF,Regions Financial Corporation,Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",06/02/2017,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",06/02/2017,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",06/05/2017,Joint,FDC,First Data Corporation,Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",12/09/2019,Joint,"--
VIAC","CBS (Exchanged)
ViacomCBS Inc. (Received)",Stock,Exchange,"$100,001 - $250,000",--
"Mr. David A Perdue Jr (Perdue, David)",09/25/2020,Joint,--,"CARROLL CNTY GA SCH DIST GO 5% 04/01/27 AO (MUNI)
Rate/Coupon: 5.0%
Matures: 04/01/2027",Municipal Security,Purchase,"$250,001 - $500,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/04/2016,Joint,FOXA,"Twenty-First Century Fox, Inc.",Stock,Purchase,"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/05/2016,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/08/2016,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/09/2016,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/10/2016,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/11/2016,Joint,BMY,Bristol-Myers Squibb Company,Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/11/2016,Joint,WPZ,Williams Partners L.P.,Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/15/2016,Joint,FEYE,"FireEye, Inc.",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/16/2016,Joint,EXR,Extra Space Storage Inc.,Stock,Purchase,"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/16/2016,Joint,EXR,Extra Space Storage Inc.,Stock,Purchase,"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/16/2016,Joint,FE,FirstEnergy Corp.,Stock,Sale (Full),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/22/2016,Joint,HYH,"Halyard Health, Inc.",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/23/2016,Joint,HYH,"Halyard Health, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/25/2016,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/26/2016,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",08/30/2016,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/12/2015,Joint,--,"Atlanta GA GO
Rate/Coupon: 5.0%
Matures: 12/01/21",Municipal Security,Purchase,"$500,001 - $1,000,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/06/2015,Joint,--,"Gainesville GA WTR & SWR REV
Rate/Coupon: 5.0%
Matures: 11/15/21",Municipal Security,Purchase,"$500,001 - $1,000,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/29/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/15/2015,Joint,AXLL,Axiall Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/14/2015,Joint,TAP,Molson Coors Brewing Company (NYSE),Stock,Sale (Full),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/14/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/13/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/12/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/14/2015,Joint,PFE,Pfizer Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/07/2015,Joint,TAP,Molson Coors Brewing Company (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/07/2015,Joint,PFE,Pfizer Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/06/2015,Joint,PFE,Pfizer Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/06/2015,Joint,PFE,Pfizer Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",04/15/2015,Joint,MOS,The Mosaic Company (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",04/29/2015,Joint,PFE,Pfizer Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",04/24/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",04/24/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",04/23/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",04/17/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/27/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/27/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/20/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/19/2015,Joint,BK,The Bank of New York Mellon Corporation (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/18/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/18/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/16/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/16/2015,Joint,XLS-WI,Exelis Inc. Common Stock Ex-Dis (NYSE),Stock,Sale (Full),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/16/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/16/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/13/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/13/2015,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/12/2015,Joint,CIT,CIT Group Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/12/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/12/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/11/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/11/2015,Joint,XLS-WI,Exelis Inc. Common Stock Ex-Dis (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/11/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/10/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/09/2015,Joint,XLS-WI,Exelis Inc. Common Stock Ex-Dis (NYSE),Stock,Sale (Partial),"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/09/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/06/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/05/2015,Joint,XLS-WI,Exelis Inc. Common Stock Ex-Dis (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/03/2015,Joint,XLS-WI,Exelis Inc. Common Stock Ex-Dis (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/03/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/02/2015,Joint,CIT,CIT Group Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/26/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/20/2015,Joint,CBS,CBS Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/17/2015,Joint,CBS,CBS Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/17/2015,Joint,CIT,CIT Group Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/13/2015,Joint,CBS,CBS Corporation (NYSE),Stock,Purchase,"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/13/2015,Joint,CBS,CBS Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/13/2015,Joint,CBS,CBS Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/12/2015,Joint,CIT,CIT Group Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/12/2015,Joint,XLS-WI,Exelis Inc. Common Stock Ex-Dis (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/11/2015,Joint,TAP,Molson Coors Brewing Company (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/10/2015,Joint,WOOF,VCA Inc. (NASDAQ),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/09/2015,Joint,CBS,CBS Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/06/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/05/2015,Joint,CIT,CIT Group Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/05/2015,Joint,CBS,CBS Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/05/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/05/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/04/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/04/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/04/2015,Joint,TAP,Molson Coors Brewing Company (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/03/2015,Joint,TAP,Molson Coors Brewing Company (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/30/2015,Joint,ZTS,Zoetis Inc. (NYSE),Stock,Sale (Full),"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/29/2015,Joint,ZTS,Zoetis Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/29/2015,Joint,TAP,Molson Coors Brewing Company (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/27/2015,Joint,TAP,Molson Coors Brewing Company (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/27/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/26/2015,Joint,BK,The Bank of New York Mellon Corporation (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/23/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/21/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/14/2015,Joint,ZTS,Zoetis Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/14/2015,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/14/2015,Joint,CBS,CBS Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/13/2015,Joint,CBS,CBS Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/13/2015,Joint,BK,The Bank of New York Mellon Corporation (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/13/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/09/2015,Joint,CBS,CBS Corporation (NYSE),Stock,Purchase,"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/08/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/08/2015,Joint,AAN,"Aaron's, Inc. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/08/2015,Joint,KN,Knowles Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/22/2015,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/22/2015,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/21/2015,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/21/2015,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/13/2015,Joint,ETE,"Energy Transfer Equity, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/13/2015,Joint,ETE,"Energy Transfer Equity, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/12/2015,Joint,ETE,"Energy Transfer Equity, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/04/2015,Joint,NGLS,Targa Resources Partners LP (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/03/2015,Joint,NGLS,Targa Resources Partners LP (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",03/02/2015,Joint,NGLS,Targa Resources Partners LP (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/26/2015,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Purchase,"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/19/2015,Joint,WPZ,Williams Partners L.P. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/18/2015,Joint,WPZ,Williams Partners L.P. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/17/2015,Joint,WPZ,Williams Partners L.P. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/13/2015,Joint,WPZ,Williams Partners L.P. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/02/2015,Joint,WPZ,Williams Partners L.P. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/12/2015,Joint,WPZ,Williams Partners L.P. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/11/2015,Joint,WPZ,Williams Partners L.P. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",02/10/2015,Joint,WPZ,Williams Partners L.P. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/15/2015,Joint,BPL,"Buckeye Partners, L.P. (NYSE)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/14/2015,Joint,AR,Antero Resources Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",01/07/2015,Joint,AM,Antero Midstream Partners LP (NYSE),Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/12/2015,Joint,FOX,"Twenty-First Century Fox, Inc. (NASDAQ)",Stock,Purchase,"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/12/2015,Joint,CMCSK,Comcast Corporation (NASDAQ),Stock,Sale (Full),"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/11/2015,Joint,FOX,"Twenty-First Century Fox, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/11/2015,Joint,CMCSK,Comcast Corporation (NASDAQ),Stock,Sale (Partial),"$1,001 - $15,000",--
"Mr. David A Perdue Jr (Perdue, David)",05/06/2015,Joint,SYY,Sysco Corporation (NYSE),Stock,Purchase,"$15,001 - $50,000",--
"Mr. David A Perdue Jr (Perdue, David)",04/02/2015,Joint,MSFT,Microsoft Corporation (NASDAQ),Stock,Sale (Partial),"$1,001 - $15,000",--
